lcz_lib,lcz_code,insee,commune,expo_jour,expo_nuit,vulnerabilite_jour,vulnerabilite_nuit,surface,gid
Ensemble d'immeubles compact,LCZ 2,69383,Lyon 3e Arrondissement,fort,fort,fort,fort,41732,
Ensemble d'immeubles espacés,LCZ 5,69385,Lyon 5e Arrondissement,fort,moyen,moyen,fort,39526,
Ensemble d'immeubles compact,LCZ 2,69386,Lyon 6e Arrondissement,fort,fort,fort,fort,2945,
Ensemble d'immeubles espacés,LCZ 5,69116,Limonest,fort,faible,moyen,moyen,8958,
Arbres denses,LCZ A,69116,Limonest,effet rafraîchissant,effet rafraîchissant,faible,faible,34617,
Maisons éparses,,,,,,,,,
Ensemble d'immeubles compact,LCZ 2,69386,Lyon 6e Arrondissement,fort,fort,fort,fort,5439,
Ensemble de maisons espacées,LCZ 6,69034,Caluire-et-Cuire,moyen,faible,moyen,moyen,66979,
Ensemble de maisons espacées,LCZ 6,69034,Caluire-et-Cuire,moyen,faible,moyen,moyen,9447,
Grandes emprises tertiaires bâti bas,LCZ 8,69244,Tassin-la-Demi-Lune,moyen,faible,moyen,moyen,30247,
Ensemble de tours espacées,LCZ 4,69089,Francheville,moyen,faible,moyen,moyen,13551,
Ensemble de tours espacées,LCZ 4,69384,Lyon 4e Arrondissement,fort,fort,fort,fort,3089,
Arbres denses,LCZ A,69081,Écully,effet rafraîchissant,effet rafraîchissant,faible,faible,9784,
Grandes emprises tertiaires bâti bas,LCZ 8,69271,Chassieu,moyen,faible,moyen,moyen,31456,
Maisons éparses,,,,,,,,,
Ensemble d'immeubles compact,LCZ 2,69381,Lyon 1er Arrondissement,fort,fort,fort,fort,2935,
Ensemble de maisons espacées,LCZ 6,69034,Caluire-et-Cuire,faible,faible,moyen,moyen,15962,
Ensemble d'immeubles espacés,LCZ 5,69096,Grigny,fort,faible,fort,moyen,12139,
Ensemble d'immeubles compact,LCZ 2,69282,Meyzieu,fort,moyen,fort,fort,13837,
Ensemble de tours espacées,LCZ 4,69388,Lyon 8e Arrondissement,moyen,moyen,fort,fort,11050,
Arbres épars,LCZ B,69275,Décines-Charpieu,moyen,faible,moyen,moyen,167484,
Ensemble de tours espacées,LCZ 4,69385,Lyon 5e Arrondissement,moyen,fort,moyen,fort,11205,
Ensemble d'immeubles compact,LCZ 2,69389,Lyon 9e Arrondissement,fort,moyen,fort,moyen,10874,
Ensemble de tours espacées,LCZ 4,69290,Saint-Priest,fort,fort,moyen,moyen,5789,
Ensemble de maisons espacées,LCZ 6,69256,Vaulx-en-Velin,moyen,faible,fort,moyen,12500,
Ensemble de maisons compact,LCZ 3,69389,Lyon 9e Arrondissement,moyen,faible,moyen,moyen,1234,
Maisons éparses,,,,,,,,,
Ensemble d'immeubles espacés,LCZ 5,69385,Lyon 5e Arrondissement,moyen,faible,moyen,moyen,90453,
Maisons éparses,,,,,,,,,
Arbres épars,LCZ B,69389,Lyon 9e Arrondissement,faible,effet rafraîchissant,faible,faible,2594,
Ensemble de maisons espacées,LCZ 6,69383,Lyon 3e Arrondissement,moyen,faible,moyen,moyen,5396,
Ensemble d'immeubles compact,LCZ 2,69266,Villeurbanne,fort,fort,fort,fort,13000,
Grandes emprises tertiaires bâti bas,LCZ 8,69275,Décines-Charpieu,moyen,faible,moyen,moyen,37622,
Ensemble d'immeubles compact,LCZ 2,69149,Oullins,fort,fort,fort,fort,8298,
Grandes emprises tertiaires bâti bas,LCZ 8,69275,Décines-Charpieu,moyen,faible,moyen,moyen,31850,
Ensemble d'immeubles compact,LCZ 2,69266,Villeurbanne,fort,fort,fort,fort,11028,
Ensemble de maisons espacées,LCZ 6,69266,Villeurbanne,moyen,moyen,moyen,fort,71406,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Ensemble d'immeubles compact,LCZ 2,69383,Lyon 3e Arrondissement,fort,fort,fort,fort,5180,
Ensemble de maisons espacées,LCZ 6,69244,Tassin-la-Demi-Lune,moyen,moyen,moyen,moyen,25144,
Ensemble d'immeubles compact,LCZ 2,69387,Lyon 7e Arrondissement,fort,fort,fort,fort,9114,
Ensemble d'immeubles compact,LCZ 2,69244,Tassin-la-Demi-Lune,fort,faible,moyen,moyen,4200,
Ensemble de maisons espacées,LCZ 6,69266,Villeurbanne,moyen,faible,moyen,moyen,22744,
Maisons éparses,,,,,,,,,
Ensemble d'immeubles espacés,LCZ 5,69034,Caluire-et-Cuire,fort,faible,moyen,moyen,41296,
Grandes emprises tertiaires bâti bas,LCZ 8,69266,Villeurbanne,moyen,faible,fort,moyen,36562,
Ensemble d'immeubles compact,LCZ 2,69382,Lyon 2e Arrondissement,fort,fort,moyen,moyen,7217,
Ensemble d'immeubles compact,LCZ 2,69382,Lyon 2e Arrondissement,fort,fort,fort,fort,9018,
Roche nue,,,,,,,,,
Ensemble d'immeubles compact,LCZ 2,69383,Lyon 3e Arrondissement,fort,fort,fort,fort,5864,
Arbres épars,LCZ B,69250,La Tour-de-Salvagny,moyen,faible,moyen,moyen,266679,
Grandes emprises tertiaires bâti bas,LCZ 8,69273,Corbas,moyen,faible,moyen,moyen,131927,
Ensemble d'immeubles espacés,LCZ 5,69266,Villeurbanne,fort,fort,fort,fort,11854,
Pelouses,,,,,,,,,
Ensemble d'immeubles espacés,LCZ 5,69283,Mions,fort,faible,moyen,moyen,10331,
Ensemble d'immeubles compact,LCZ 2,69143,Neuville-sur-Saône,fort,fort,moyen,moyen,2379,
Maisons éparses,,,,,,,,,
Grandes emprises tertiaires bâti bas,LCZ 8,69081,Écully,moyen,faible,moyen,moyen,15716,
Ensemble de tours espacées,LCZ 4,69266,Villeurbanne,fort,fort,fort,fort,26477,
Ensemble de maisons espacées,LCZ 6,69266,Villeurbanne,moyen,faible,moyen,moyen,11169,
Arbres épars,LCZ B,69117,Lissieu,moyen,faible,moyen,moyen,332387,
Pelouses,,,,,,,,,
Maisons éparses,,,,,,,,,
Grandes emprises tertiaires bâti bas,LCZ 8,69091,Givors,moyen,faible,fort,moyen,76653,
Ensemble d'immeubles espacés,LCZ 5,69388,Lyon 8e Arrondissement,fort,moyen,fort,fort,23937,
Ensemble de maisons espacées,LCZ 6,69204,Saint-Genis-Laval,moyen,moyen,moyen,fort,4700,
Grandes emprises tertiaires bâti bas,LCZ 8,69273,Corbas,moyen,faible,moyen,moyen,119143,
Ensemble d'immeubles compact,LCZ 2,69266,Villeurbanne,fort,fort,fort,fort,5778,
Ensemble de tours espacées,LCZ 4,69382,Lyon 2e Arrondissement,moyen,fort,moyen,moyen,8878,
Ensemble d'immeubles compact,LCZ 2,69266,Villeurbanne,fort,fort,fort,fort,40989,
Ensemble de maisons espacées,LCZ 6,69266,Villeurbanne,moyen,moyen,fort,fort,6704,
Ensemble d'immeubles compact,LCZ 2,69381,Lyon 1er Arrondissement,fort,moyen,fort,fort,3630,
Ensemble d'immeubles compact,LCZ 2,69386,Lyon 6e Arrondissement,fort,fort,moyen,fort,10294,
Grandes emprises tertiaires bâti bas,LCZ 8,69116,Limonest,moyen,faible,moyen,moyen,33309,
Ensemble de maisons espacées,LCZ 6,69029,Bron,moyen,faible,moyen,moyen,27486,
Grandes emprises tertiaires bâti bas,LCZ 8,69290,Saint-Priest,moyen,faible,moyen,moyen,59076,
Maisons éparses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69259,Vénissieux,moyen,moyen,fort,fort,39261,
Ensemble d'immeubles compact,LCZ 2,69387,Lyon 7e Arrondissement,fort,fort,fort,fort,3632,
Ensemble de tours espacées,LCZ 4,69386,Lyon 6e Arrondissement,moyen,fort,moyen,fort,5618,
Ensemble de maisons espacées,LCZ 6,69266,Villeurbanne,moyen,faible,fort,moyen,31324,
Ensemble de maisons espacées,LCZ 6,69259,Vénissieux,moyen,faible,fort,moyen,16672,
Ensemble d'immeubles compact,LCZ 2,69381,Lyon 1er Arrondissement,fort,fort,fort,fort,5055,
Maisons éparses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69204,Saint-Genis-Laval,moyen,faible,moyen,moyen,12609,
Ensemble de tours espacées,LCZ 4,69382,Lyon 2e Arrondissement,moyen,fort,moyen,fort,2919,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69384,Lyon 4e Arrondissement,moyen,fort,fort,fort,9580,
Ensemble de tours espacées,LCZ 4,69387,Lyon 7e Arrondissement,fort,fort,moyen,moyen,7372,
Ensemble de maisons espacées,LCZ 6,69266,Villeurbanne,moyen,moyen,fort,fort,10656,
Pelouses,,,,,,,,,
Maisons éparses,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69383,Lyon 3e Arrondissement,fort,fort,moyen,fort,11862,
Maisons éparses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69387,Lyon 7e Arrondissement,moyen,faible,moyen,moyen,8776,
Maisons éparses,,,,,,,,,
Grandes emprises tertiaires bâti bas,LCZ 8,69259,Vénissieux,moyen,faible,fort,fort,51644,
Arbres denses,LCZ A,69091,Givors,effet rafraîchissant,effet rafraîchissant,faible,moyen,178423,
Maisons éparses,,,,,,,,,
Grandes emprises tertiaires bâti bas,LCZ 8,69256,Vaulx-en-Velin,moyen,faible,fort,moyen,75668,
Ensemble de tours espacées,LCZ 4,69091,Givors,moyen,faible,fort,fort,18247,
Maisons éparses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69029,Bron,moyen,faible,moyen,moyen,25008,
Ensemble de maisons espacées,LCZ 6,69275,Décines-Charpieu,moyen,faible,moyen,moyen,10117,
Ensemble d'immeubles compact,LCZ 2,69100,Irigny,fort,moyen,fort,fort,4824,
Ensemble d'immeubles espacés,LCZ 5,69091,Givors,fort,moyen,moyen,moyen,24955,
Arbres denses,LCZ A,69266,Villeurbanne,effet rafraîchissant,faible,faible,faible,9292,
Grandes emprises tertiaires bâti bas,LCZ 8,69259,Vénissieux,moyen,faible,moyen,moyen,66677,
Ensemble de maisons espacées,LCZ 6,69286,Rillieux-la-Pape,moyen,faible,moyen,moyen,11159,
Ensemble d'immeubles compact,LCZ 2,69386,Lyon 6e Arrondissement,fort,fort,fort,fort,3337,
Maisons éparses,,,,,,,,,
Ensemble d'immeubles espacés,LCZ 5,69382,Lyon 2e Arrondissement,moyen,faible,moyen,moyen,19997,
Grandes emprises tertiaires bâti bas,LCZ 8,69385,Lyon 5e Arrondissement,moyen,faible,moyen,moyen,25081,
Maisons éparses,,,,,,,,,
Maisons éparses,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69149,Oullins,fort,fort,fort,fort,4026,
Maisons éparses,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69383,Lyon 3e Arrondissement,fort,fort,fort,fort,28300,
Ensemble d'immeubles espacés,LCZ 5,69384,Lyon 4e Arrondissement,fort,moyen,moyen,moyen,27555,
Ensemble d'immeubles espacés,LCZ 5,69266,Villeurbanne,fort,moyen,moyen,moyen,2614,
Ensemble d'immeubles compact,LCZ 2,69388,Lyon 8e Arrondissement,fort,moyen,moyen,moyen,2946,
Ensemble de maisons espacées,LCZ 6,69266,Villeurbanne,moyen,faible,moyen,moyen,30095,
Ensemble d'immeubles compact,LCZ 2,69143,Neuville-sur-Saône,fort,fort,fort,fort,4563,
Ensemble d'immeubles espacés,LCZ 5,69202,Sainte-Foy-lès-Lyon,moyen,faible,moyen,moyen,6183,
Ensemble de maisons compact,LCZ 3,69384,Lyon 4e Arrondissement,fort,fort,fort,fort,6455,
Ensemble d'immeubles compact,LCZ 2,69387,Lyon 7e Arrondissement,fort,fort,fort,fort,3515,
Ensemble d'immeubles compact,LCZ 2,69276,Feyzin,fort,moyen,fort,fort,8509,
Ensemble d'immeubles compact,LCZ 2,69386,Lyon 6e Arrondissement,moyen,moyen,moyen,moyen,68,
Maisons éparses,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69381,Lyon 1er Arrondissement,moyen,fort,moyen,fort,3092,
Ensemble d'immeubles compact,LCZ 2,69384,Lyon 4e Arrondissement,fort,fort,fort,fort,14541,
Ensemble de maisons espacées,LCZ 6,69382,Lyon 2e Arrondissement,moyen,faible,moyen,moyen,16181,
Maisons éparses,,,,,,,,,
Grandes emprises tertiaires bâti bas,LCZ 8,69100,Irigny,moyen,faible,moyen,moyen,35020,
Maisons éparses,,,,,,,,,
Maisons éparses,,,,,,,,,
Ensemble d'immeubles compact,LCZ 2,69388,Lyon 8e Arrondissement,fort,fort,fort,fort,7346,
Ensemble d'immeubles compact,LCZ 2,69149,Oullins,fort,moyen,fort,moyen,13039,
Ensemble de maisons espacées,LCZ 6,69199,Saint-Fons,moyen,faible,moyen,moyen,2302,
Arbres épars,LCZ B,69081,Écully,moyen,faible,moyen,moyen,148009,
Grandes emprises tertiaires bâti bas,LCZ 8,69256,Vaulx-en-Velin,moyen,faible,moyen,moyen,148586,
Grandes emprises tertiaires bâti bas,LCZ 8,69202,Sainte-Foy-lès-Lyon,moyen,faible,moyen,moyen,4094,
Pelouses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69149,Oullins,moyen,moyen,fort,fort,7026,
Ensemble de maisons espacées,LCZ 6,69383,Lyon 3e Arrondissement,moyen,faible,moyen,moyen,18048,
Ensemble d'immeubles compact,LCZ 2,69386,Lyon 6e Arrondissement,fort,fort,fort,fort,7527,
Eau,LCZ G,69149,Oullins,effet rafraîchissant,effet rafraîchissant,faible,faible,1881,
Ensemble de tours espacées,LCZ 4,69389,Lyon 9e Arrondissement,moyen,moyen,moyen,moyen,3574,
Ensemble d'immeubles compact,LCZ 2,69266,Villeurbanne,fort,fort,fort,fort,17075,
Grandes emprises tertiaires bâti bas,LCZ 8,69273,Corbas,moyen,faible,moyen,moyen,3096,
Arbres denses,LCZ A,69127,Marcy-l'Étoile,faible,faible,faible,faible,2,
Maisons éparses,,,,,,,,,
Maisons éparses,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69385,Lyon 5e Arrondissement,moyen,faible,moyen,moyen,65012,
Ensemble d'immeubles espacés,LCZ 5,69089,Francheville,moyen,faible,fort,moyen,3656,
Arbres denses,LCZ A,69044,Charbonnières-les-Bains,effet rafraîchissant,effet rafraîchissant,faible,faible,118063,
Maisons éparses,,,,,,,,,
Ensemble d'immeubles compact,LCZ 2,69266,Villeurbanne,fort,moyen,fort,fort,38778,
Maisons éparses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69143,Neuville-sur-Saône,moyen,faible,fort,moyen,20025,
Ensemble d'immeubles compact,LCZ 2,69386,Lyon 6e Arrondissement,fort,moyen,fort,fort,7156,
Maisons éparses,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69388,Lyon 8e Arrondissement,moyen,faible,fort,fort,31641,
Maisons éparses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69152,Pierre-Bénite,moyen,faible,moyen,moyen,13557,
Ensemble de tours espacées,LCZ 4,69096,Grigny,moyen,faible,fort,moyen,5854,
Maisons éparses,,,,,,,,,
Maisons éparses,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69382,Lyon 2e Arrondissement,moyen,fort,moyen,fort,4182,
Maisons éparses,,,,,,,,,
Maisons éparses,,,,,,,,,
Maisons éparses,,,,,,,,,
Maisons éparses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69290,Saint-Priest,moyen,faible,fort,moyen,23133,
Roche nue,,,,,,,,,
Ensemble d'immeubles compact,LCZ 2,69384,Lyon 4e Arrondissement,fort,fort,fort,fort,14311,
Ensemble d'immeubles compact,LCZ 2,69388,Lyon 8e Arrondissement,fort,fort,fort,fort,34635,
Ensemble d'immeubles compact,LCZ 2,69266,Villeurbanne,fort,fort,fort,fort,14074,
Maisons éparses,,,,,,,,,
Maisons éparses,,,,,,,,,
Grandes emprises tertiaires bâti bas,LCZ 8,69275,Décines-Charpieu,moyen,faible,moyen,moyen,124964,
Ensemble d'immeubles compact,LCZ 2,69381,Lyon 1er Arrondissement,fort,fort,fort,fort,9814,
Ensemble de tours espacées,LCZ 4,69386,Lyon 6e Arrondissement,fort,fort,fort,fort,4115,
Ensemble d'immeubles espacés,LCZ 5,69266,Villeurbanne,fort,moyen,fort,fort,14481,
Maisons éparses,,,,,,,,,
Ensemble de maisons compact,LCZ 3,69385,Lyon 5e Arrondissement,fort,fort,moyen,fort,13465,
Ensemble d'immeubles compact,LCZ 2,69387,Lyon 7e Arrondissement,fort,fort,fort,fort,15605,
Grandes emprises tertiaires bâti bas,LCZ 8,69389,Lyon 9e Arrondissement,moyen,faible,fort,moyen,50568,
Ensemble de maisons espacées,LCZ 6,69256,Vaulx-en-Velin,moyen,faible,fort,moyen,11698,
Ensemble d'immeubles espacés,LCZ 5,69266,Villeurbanne,moyen,moyen,fort,fort,12185,
Grandes emprises tertiaires bâti bas,LCZ 8,69096,Grigny,moyen,faible,fort,fort,83752,
Ensemble d'immeubles espacés,LCZ 5,69388,Lyon 8e Arrondissement,fort,faible,moyen,moyen,16902,
Maisons éparses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69266,Villeurbanne,moyen,moyen,moyen,fort,26041,
Roche nue,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69149,Oullins,moyen,faible,moyen,moyen,61895,
Ensemble de maisons espacées,LCZ 6,69029,Bron,moyen,faible,moyen,moyen,29601,
Ensemble de tours compact,LCZ 1,69387,Lyon 7e Arrondissement,fort,fort,fort,fort,4456,
Maisons éparses,,,,,,,,,
Maisons éparses,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69383,Lyon 3e Arrondissement,fort,fort,fort,fort,7070,
Ensemble d'immeubles compact,LCZ 2,69389,Lyon 9e Arrondissement,fort,fort,fort,fort,10554,
Arbres denses,LCZ A,69100,Irigny,effet rafraîchissant,effet rafraîchissant,faible,faible,467000,
Ensemble de maisons compact,LCZ 3,69199,Saint-Fons,moyen,moyen,fort,fort,17828,
Arbres denses,LCZ A,69191,Saint-Cyr-au-Mont-d'Or,effet rafraîchissant,effet rafraîchissant,faible,faible,19052,
Pelouses,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69383,Lyon 3e Arrondissement,fort,fort,fort,fort,4382,
Ensemble de maisons espacées,LCZ 6,69256,Vaulx-en-Velin,moyen,faible,fort,fort,26259,
Ensemble d'immeubles compact,LCZ 2,69386,Lyon 6e Arrondissement,fort,fort,fort,fort,6505,
Maisons éparses,,,,,,,,,
Maisons éparses,,,,,,,,,
Grandes emprises tertiaires bâti bas,LCZ 8,69256,Vaulx-en-Velin,moyen,faible,moyen,moyen,8341,
Grandes emprises tertiaires bâti bas,LCZ 8,69072,Dardilly,moyen,faible,moyen,moyen,120450,
Ensemble de maisons espacées,LCZ 6,69266,Villeurbanne,moyen,moyen,fort,fort,6835,
Ensemble d'immeubles espacés,LCZ 5,69290,Saint-Priest,fort,faible,fort,moyen,29758,
Ensemble d'immeubles compact,LCZ 2,69387,Lyon 7e Arrondissement,fort,moyen,fort,fort,16442,
Ensemble de tours espacées,LCZ 4,69383,Lyon 3e Arrondissement,fort,fort,fort,fort,7662,
Ensemble d'immeubles compact,LCZ 2,69266,Villeurbanne,fort,fort,fort,fort,27014,
Maisons éparses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69259,Vénissieux,fort,moyen,fort,fort,249058,
Arbres denses,LCZ A,69034,Caluire-et-Cuire,effet rafraîchissant,effet rafraîchissant,faible,faible,312920,
Ensemble de tours espacées,LCZ 4,69388,Lyon 8e Arrondissement,moyen,faible,moyen,moyen,4060,
Ensemble de tours espacées,LCZ 4,69383,Lyon 3e Arrondissement,moyen,fort,moyen,fort,5670,
Ensemble de maisons espacées,LCZ 6,69029,Bron,moyen,faible,fort,moyen,10760,
Ensemble d'immeubles compact,LCZ 2,69381,Lyon 1er Arrondissement,fort,fort,fort,fort,5473,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Arbres épars,LCZ B,69290,Saint-Priest,moyen,faible,moyen,faible,12374,
Maisons éparses,,,,,,,,,
Ensemble d'immeubles compact,LCZ 2,69382,Lyon 2e Arrondissement,fort,fort,fort,fort,7671,
Arbres épars,LCZ B,69244,Tassin-la-Demi-Lune,moyen,faible,fort,moyen,592866,
Maisons éparses,,,,,,,,,
Grandes emprises tertiaires bâti bas,LCZ 8,69040,Champagne-au-Mont-d'Or,moyen,faible,moyen,moyen,25398,
Ensemble d'immeubles espacés,LCZ 5,69259,Vénissieux,fort,moyen,fort,fort,6855,
Ensemble d'immeubles espacés,LCZ 5,69279,Jonage,fort,faible,moyen,moyen,19701,
Maisons éparses,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69266,Villeurbanne,fort,fort,fort,fort,16467,
Grandes emprises tertiaires bâti bas,LCZ 8,69040,Champagne-au-Mont-d'Or,moyen,faible,moyen,moyen,91757,
Grandes emprises tertiaires bâti bas,LCZ 8,69029,Bron,moyen,faible,moyen,moyen,92372,
Ensemble d'immeubles compact,LCZ 2,69149,Oullins,fort,fort,fort,fort,5443,
Ensemble d'immeubles compact,LCZ 2,69388,Lyon 8e Arrondissement,fort,fort,fort,fort,6786,
Ensemble de maisons espacées,LCZ 6,69266,Villeurbanne,moyen,faible,moyen,moyen,30703,
Ensemble d'immeubles compact,LCZ 2,69381,Lyon 1er Arrondissement,fort,fort,fort,fort,995,
Arbres épars,LCZ B,69278,Genay,moyen,faible,moyen,moyen,799755,
Roche nue,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69199,Saint-Fons,fort,fort,fort,fort,2801,
Grandes emprises tertiaires bâti bas,LCZ 8,69259,Vénissieux,moyen,faible,moyen,moyen,259301,
Ensemble de maisons espacées,LCZ 6,69286,Rillieux-la-Pape,moyen,faible,moyen,moyen,11088,
Ensemble de maisons espacées,LCZ 6,69290,Saint-Priest,moyen,faible,moyen,moyen,156610,
Ensemble de tours espacées,LCZ 4,69382,Lyon 2e Arrondissement,moyen,fort,moyen,fort,1801,
Arbres épars,LCZ B,69089,Francheville,faible,faible,moyen,moyen,206126,
Ensemble d'immeubles compact,LCZ 2,69381,Lyon 1er Arrondissement,fort,moyen,moyen,moyen,3616,
Ensemble de maisons espacées,LCZ 6,69089,Francheville,moyen,faible,moyen,moyen,23133,
Ensemble de maisons espacées,LCZ 6,69290,Saint-Priest,moyen,faible,moyen,moyen,17052,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Arbres épars,LCZ B,69244,Tassin-la-Demi-Lune,moyen,faible,fort,moyen,46346,
Ensemble de maisons espacées,LCZ 6,69029,Bron,moyen,faible,moyen,moyen,15544,
Arbres épars,LCZ B,69259,Vénissieux,moyen,faible,moyen,moyen,71826,
Grandes emprises tertiaires bâti bas,LCZ 8,69072,Dardilly,moyen,faible,moyen,moyen,50770,
Maisons éparses,,,,,,,,,
Ensemble d'immeubles compact,LCZ 2,69266,Villeurbanne,fort,fort,fort,fort,8383,
Ensemble de maisons espacées,LCZ 6,69383,Lyon 3e Arrondissement,moyen,faible,moyen,moyen,36149,
Ensemble d'immeubles compact,LCZ 2,69266,Villeurbanne,fort,fort,fort,fort,13747,
Grandes emprises tertiaires bâti bas,LCZ 8,69204,Saint-Genis-Laval,moyen,faible,fort,moyen,86548,
Ensemble d'immeubles espacés,LCZ 5,69384,Lyon 4e Arrondissement,moyen,faible,moyen,moyen,17333,
Roche nue,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69029,Bron,moyen,faible,moyen,moyen,23027,
Ensemble de maisons espacées,LCZ 6,69266,Villeurbanne,moyen,faible,moyen,moyen,19992,
Ensemble d'immeubles espacés,LCZ 5,69143,Neuville-sur-Saône,fort,moyen,fort,fort,10313,
Ensemble de maisons espacées,LCZ 6,69259,Vénissieux,moyen,faible,fort,fort,13810,
Roche nue,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69383,Lyon 3e Arrondissement,fort,fort,fort,fort,7038,
Ensemble d'immeubles espacés,LCZ 5,69387,Lyon 7e Arrondissement,fort,fort,fort,fort,4292,
Grandes emprises tertiaires bâti bas,LCZ 8,69072,Dardilly,moyen,faible,moyen,moyen,33988,
Ensemble d'immeubles compact,LCZ 2,69383,Lyon 3e Arrondissement,fort,fort,fort,fort,23067,
Pelouses,,,,,,,,,
Ensemble d'immeubles espacés,LCZ 5,69256,Vaulx-en-Velin,moyen,faible,fort,fort,34051,
Maisons éparses,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69388,Lyon 8e Arrondissement,fort,fort,fort,fort,5320,
Ensemble de maisons espacées,LCZ 6,69034,Caluire-et-Cuire,moyen,faible,moyen,moyen,12917,
Ensemble d'immeubles compact,LCZ 2,69266,Villeurbanne,fort,fort,fort,fort,25041,
Maisons éparses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69199,Saint-Fons,moyen,moyen,fort,fort,13882,
Ensemble de maisons espacées,LCZ 6,69387,Lyon 7e Arrondissement,moyen,faible,moyen,moyen,77753,
Grandes emprises tertiaires bâti bas,LCZ 8,69278,Genay,moyen,faible,moyen,moyen,73620,
Roche nue,,,,,,,,,
Maisons éparses,,,,,,,,,
Maisons éparses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69275,Décines-Charpieu,moyen,faible,moyen,moyen,190457,
Ensemble de tours espacées,LCZ 4,69266,Villeurbanne,moyen,faible,moyen,moyen,11497,
Ensemble de maisons espacées,LCZ 6,69266,Villeurbanne,moyen,faible,moyen,fort,19250,
Ensemble de tours espacées,LCZ 4,69386,Lyon 6e Arrondissement,moyen,fort,moyen,fort,10468,
Maisons éparses,,,,,,,,,
Maisons éparses,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69386,Lyon 6e Arrondissement,fort,moyen,moyen,moyen,14200,
Pelouses,,,,,,,,,
Maisons éparses,,,,,,,,,
Maisons éparses,,,,,,,,,
Ensemble d'immeubles compact,LCZ 2,69382,Lyon 2e Arrondissement,fort,fort,fort,fort,13532,
Ensemble de maisons espacées,LCZ 6,69259,Vénissieux,moyen,faible,fort,moyen,31538,
Maisons éparses,,,,,,,,,
Maisons éparses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69266,Villeurbanne,moyen,faible,moyen,moyen,34211,
Ensemble de maisons espacées,LCZ 6,69256,Vaulx-en-Velin,moyen,faible,moyen,moyen,28926,
Maisons éparses,,,,,,,,,
Ensemble d'immeubles compact,LCZ 2,69266,Villeurbanne,fort,fort,fort,fort,18770,
Ensemble d'immeubles espacés,LCZ 5,69266,Villeurbanne,fort,faible,moyen,moyen,5402,
Ensemble de maisons compact,LCZ 3,69266,Villeurbanne,moyen,moyen,moyen,moyen,21448,
Ensemble d'immeubles compact,LCZ 2,69384,Lyon 4e Arrondissement,fort,fort,fort,fort,116397,
Ensemble d'immeubles compact,LCZ 2,69385,Lyon 5e Arrondissement,fort,fort,fort,fort,837,
Ensemble d'immeubles compact,LCZ 2,69385,Lyon 5e Arrondissement,fort,fort,fort,fort,4169,
Ensemble de tours espacées,LCZ 4,69381,Lyon 1er Arrondissement,moyen,fort,fort,fort,1830,
Ensemble de maisons espacées,LCZ 6,69069,Craponne,moyen,faible,moyen,moyen,46782,
Ensemble de maisons espacées,LCZ 6,69273,Corbas,moyen,faible,moyen,moyen,66106,
Ensemble de maisons espacées,LCZ 6,69276,Feyzin,moyen,faible,fort,fort,11789,
Grandes emprises tertiaires bâti bas,LCZ 8,69069,Craponne,moyen,faible,moyen,moyen,72379,
Maisons éparses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69250,La Tour-de-Salvagny,moyen,faible,moyen,moyen,8393,
Ensemble de maisons compact,LCZ 3,69266,Villeurbanne,fort,fort,fort,fort,9499,
Ensemble d'immeubles compact,LCZ 2,69266,Villeurbanne,fort,fort,fort,fort,13828,
