lcz_lib,lcz_code,insee,commune,expo_jour,expo_nuit,vulnerabilite_jour,vulnerabilite_nuit,surface,gid
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69089,Francheville,effet rafraîchissant,effet rafraîchissant,faible,faible,10075,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Arbres denses,LCZ A,69100,Irigny,effet rafraîchissant,effet rafraîchissant,faible,faible,1251,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69063,Collonges-au-Mont-d'Or,effet rafraîchissant,effet rafraîchissant,faible,faible,287,
Roche nue,,,,,,,,,
Ensemble d'immeubles compact,LCZ 2,69091,Givors,fort,fort,fort,fort,5372,
Eau,LCZ G,69256,Vaulx-en-Velin,effet rafraîchissant,effet rafraîchissant,faible,faible,1,
Arbres denses,LCZ A,69202,Sainte-Foy-lès-Lyon,effet rafraîchissant,effet rafraîchissant,faible,faible,28664,
Arbres denses,LCZ A,69116,Limonest,faible,effet rafraîchissant,faible,faible,133,
Roche nue,,,,,,,,,
Eau,LCZ G,69266,Villeurbanne,effet rafraîchissant,effet rafraîchissant,faible,faible,168,
Ensemble de maisons compact,LCZ 3,69385,Lyon 5e Arrondissement,moyen,faible,moyen,moyen,203,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69256,Vaulx-en-Velin,effet rafraîchissant,effet rafraîchissant,faible,faible,3089,
Arbres denses,LCZ A,69256,Vaulx-en-Velin,effet rafraîchissant,effet rafraîchissant,faible,faible,551,
Pelouses,,,,,,,,,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Eau,LCZ G,69275,Décines-Charpieu,faible,effet rafraîchissant,moyen,faible,400041,
Eau,LCZ G,69286,Rillieux-la-Pape,effet rafraîchissant,effet rafraîchissant,faible,faible,1,
Pelouses,,,,,,,,,
Arbres épars,LCZ B,69387,Lyon 7e Arrondissement,faible,effet rafraîchissant,faible,faible,6833,
Ensemble d'immeubles espacés,LCZ 5,69388,Lyon 8e Arrondissement,moyen,faible,moyen,moyen,11954,
Eau,LCZ G,69063,Collonges-au-Mont-d'Or,faible,effet rafraîchissant,faible,faible,193245,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Arbres épars,LCZ B,69100,Irigny,moyen,faible,moyen,moyen,317463,
Grandes emprises tertiaires bâti bas,LCZ 8,69256,Vaulx-en-Velin,moyen,faible,moyen,moyen,20093,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Maisons éparses,,,,,,,,,
Pelouses,,,,,,,,,
Pelouses,,,,,,,,,
Arbres épars,LCZ B,69163,Quincieux,moyen,faible,moyen,moyen,61161,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Maisons éparses,,,,,,,,,
Grandes emprises tertiaires bâti bas,LCZ 8,69199,Saint-Fons,moyen,faible,moyen,moyen,4971,
Pelouses,,,,,,,,,
Eau,LCZ G,69266,Villeurbanne,faible,effet rafraîchissant,moyen,faible,3570,
Eau,LCZ G,69256,Vaulx-en-Velin,effet rafraîchissant,effet rafraîchissant,faible,faible,371,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69293,Sathonay-Village,effet rafraîchissant,effet rafraîchissant,faible,faible,8346,
Arbres denses,LCZ A,69250,La Tour-de-Salvagny,effet rafraîchissant,effet rafraîchissant,faible,faible,648,
Eau,LCZ G,69199,Saint-Fons,faible,effet rafraîchissant,moyen,faible,2883,
Arbres denses,LCZ A,69089,Francheville,effet rafraîchissant,effet rafraîchissant,faible,faible,2558,
Eau,LCZ G,69088,Fontaines-sur-Saône,faible,effet rafraîchissant,moyen,faible,908,
Roche nue,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69029,Bron,moyen,faible,moyen,moyen,27707,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Ensemble d'immeubles compact,LCZ 2,69204,Saint-Genis-Laval,fort,faible,fort,moyen,168,
Arbres denses,LCZ A,69034,Caluire-et-Cuire,effet rafraîchissant,effet rafraîchissant,faible,faible,210917,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Arbres denses,LCZ A,69202,Sainte-Foy-lès-Lyon,effet rafraîchissant,effet rafraîchissant,faible,faible,613,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69244,Tassin-la-Demi-Lune,moyen,faible,moyen,moyen,380,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Arbres denses,LCZ A,69149,Oullins,effet rafraîchissant,effet rafraîchissant,faible,moyen,6394,
Eau,LCZ G,69250,La Tour-de-Salvagny,effet rafraîchissant,effet rafraîchissant,faible,faible,4,
Ensemble de tours espacées,LCZ 4,69290,Saint-Priest,moyen,moyen,moyen,fort,3463,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69072,Dardilly,effet rafraîchissant,effet rafraîchissant,faible,faible,23325,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Grandes emprises tertiaires bâti bas,LCZ 8,69260,Vernaison,fort,moyen,fort,moyen,355,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Eau,LCZ G,69256,Vaulx-en-Velin,effet rafraîchissant,effet rafraîchissant,faible,faible,14,
Roche nue,,,,,,,,,
Eau,LCZ G,69296,Solaize,faible,effet rafraîchissant,moyen,faible,223039,
Ensemble de tours espacées,LCZ 4,69383,Lyon 3e Arrondissement,moyen,fort,moyen,moyen,5369,
Eau,LCZ G,69256,Vaulx-en-Velin,effet rafraîchissant,effet rafraîchissant,faible,faible,123,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69202,Sainte-Foy-lès-Lyon,effet rafraîchissant,effet rafraîchissant,faible,faible,6557,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69100,Irigny,effet rafraîchissant,effet rafraîchissant,faible,faible,3106,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69204,Saint-Genis-Laval,effet rafraîchissant,effet rafraîchissant,faible,faible,28,
Grandes emprises tertiaires bâti bas,LCZ 8,69259,Vénissieux,fort,moyen,moyen,moyen,25853,
Arbres denses,LCZ A,69091,Givors,effet rafraîchissant,effet rafraîchissant,faible,faible,940,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Eau,LCZ G,69149,Oullins,faible,effet rafraîchissant,moyen,faible,113,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69202,Sainte-Foy-lès-Lyon,moyen,faible,moyen,moyen,1029,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69286,Rillieux-la-Pape,effet rafraîchissant,effet rafraîchissant,faible,faible,6339,
Roche nue,,,,,,,,,
Arbres épars,LCZ B,69087,Fontaines-Saint-Martin,moyen,faible,moyen,moyen,13383,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69383,Lyon 3e Arrondissement,faible,faible,faible,faible,2623,
Maisons éparses,,,,,,,,,
Maisons éparses,,,,,,,,,
Grandes emprises tertiaires bâti bas,LCZ 8,69259,Vénissieux,moyen,faible,moyen,moyen,1894,
Ensemble de tours espacées,LCZ 4,69388,Lyon 8e Arrondissement,fort,fort,fort,fort,1577,
Maisons éparses,,,,,,,,,
Arbres denses,LCZ A,69034,Caluire-et-Cuire,faible,faible,faible,faible,22,
Pelouses,,,,,,,,,
Eau,LCZ G,69063,Collonges-au-Mont-d'Or,effet rafraîchissant,effet rafraîchissant,faible,faible,18,
Arbres denses,LCZ A,69244,Tassin-la-Demi-Lune,faible,effet rafraîchissant,faible,faible,71,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Maisons éparses,,,,,,,,,
Pelouses,,,,,,,,,
Eau,LCZ G,69163,Quincieux,effet rafraîchissant,effet rafraîchissant,faible,faible,1,
Pelouses,,,,,,,,,
Arbres épars,LCZ B,69063,Collonges-au-Mont-d'Or,faible,effet rafraîchissant,faible,faible,9118,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69256,Vaulx-en-Velin,effet rafraîchissant,effet rafraîchissant,faible,faible,14255,
Arbres denses,LCZ A,69153,Poleymieux-au-Mont-d'Or,effet rafraîchissant,effet rafraîchissant,faible,faible,9995,
Arbres denses,LCZ A,69290,Saint-Priest,effet rafraîchissant,effet rafraîchissant,faible,faible,11100,
Ensemble de maisons espacées,LCZ 6,69259,Vénissieux,moyen,faible,moyen,moyen,13296,
Arbres épars,LCZ B,69091,Givors,moyen,faible,moyen,moyen,7564,
Eau,LCZ G,69256,Vaulx-en-Velin,effet rafraîchissant,effet rafraîchissant,faible,faible,39,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Eau,LCZ G,69256,Vaulx-en-Velin,effet rafraîchissant,effet rafraîchissant,faible,faible,2744,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Eau,LCZ G,69278,Genay,effet rafraîchissant,effet rafraîchissant,faible,faible,809,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69260,Vernaison,effet rafraîchissant,effet rafraîchissant,faible,faible,126133,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69271,Chassieu,effet rafraîchissant,effet rafraîchissant,faible,faible,97184,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Eau,LCZ G,69163,Quincieux,effet rafraîchissant,effet rafraîchissant,faible,faible,10,
Eau,LCZ G,69204,Saint-Genis-Laval,faible,effet rafraîchissant,moyen,faible,1108,
Maisons éparses,,,,,,,,,
Ensemble d'immeubles compact,LCZ 2,69044,Charbonnières-les-Bains,fort,faible,moyen,moyen,156,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Grandes emprises tertiaires bâti bas,LCZ 8,69204,Saint-Genis-Laval,moyen,faible,moyen,moyen,9785,
Pelouses,,,,,,,,,
Arbres denses,LCZ A,69088,Fontaines-sur-Saône,effet rafraîchissant,effet rafraîchissant,faible,faible,25802,
Arbres denses,LCZ A,69266,Villeurbanne,effet rafraîchissant,effet rafraîchissant,faible,faible,251,
Eau,LCZ G,69282,Meyzieu,effet rafraîchissant,effet rafraîchissant,faible,faible,1,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Maisons éparses,,,,,,,,,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Pelouses,,,,,,,,,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69286,Rillieux-la-Pape,effet rafraîchissant,effet rafraîchissant,faible,faible,3405,
Arbres épars,LCZ B,69383,Lyon 3e Arrondissement,faible,effet rafraîchissant,faible,faible,8250,
Eau,LCZ G,69266,Villeurbanne,effet rafraîchissant,effet rafraîchissant,faible,faible,1594,
Pelouses,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Ensemble d'immeubles compact,LCZ 2,69389,Lyon 9e Arrondissement,fort,faible,moyen,moyen,2577,
Roche nue,,,,,,,,,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Arbres épars,LCZ B,69063,Collonges-au-Mont-d'Or,faible,effet rafraîchissant,moyen,faible,10554,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69044,Charbonnières-les-Bains,effet rafraîchissant,effet rafraîchissant,faible,faible,14999,
Eau,LCZ G,69100,Irigny,effet rafraîchissant,effet rafraîchissant,faible,faible,1,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Arbres denses,LCZ A,69116,Limonest,effet rafraîchissant,effet rafraîchissant,faible,faible,7169,
Roche nue,,,,,,,,,
Eau,LCZ G,69163,Quincieux,effet rafraîchissant,effet rafraîchissant,faible,faible,11,
Maisons éparses,,,,,,,,,
Eau,LCZ G,69271,Chassieu,faible,effet rafraîchissant,moyen,faible,3735,
Arbres denses,LCZ A,69207,Saint-Germain-au-Mont-d'Or,effet rafraîchissant,effet rafraîchissant,faible,faible,19194,
Roche nue,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69033,Cailloux-sur-Fontaines,moyen,faible,moyen,moyen,39386,
Ensemble de maisons espacées,LCZ 6,69290,Saint-Priest,moyen,faible,moyen,moyen,21173,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69040,Champagne-au-Mont-d'Or,effet rafraîchissant,faible,faible,moyen,361,
Arbres denses,LCZ A,69034,Caluire-et-Cuire,effet rafraîchissant,effet rafraîchissant,faible,faible,1,
Eau,LCZ G,69256,Vaulx-en-Velin,faible,effet rafraîchissant,moyen,faible,704,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69085,Fleurieu-sur-Saône,effet rafraîchissant,effet rafraîchissant,faible,faible,23179,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Arbres denses,LCZ A,69088,Fontaines-sur-Saône,effet rafraîchissant,effet rafraîchissant,faible,faible,40936,
Eau,LCZ G,69072,Dardilly,effet rafraîchissant,effet rafraîchissant,faible,faible,536,
Roche nue,,,,,,,,,
Eau,LCZ G,69296,Solaize,effet rafraîchissant,effet rafraîchissant,faible,faible,3,
Eau,LCZ G,69286,Rillieux-la-Pape,effet rafraîchissant,effet rafraîchissant,faible,faible,33,
Pelouses,,,,,,,,,
Arbres denses,LCZ A,69081,Écully,effet rafraîchissant,effet rafraîchissant,faible,faible,1072,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Arbres denses,LCZ A,69029,Bron,faible,faible,faible,faible,42303,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Grandes emprises tertiaires bâti bas,LCZ 8,69244,Tassin-la-Demi-Lune,moyen,faible,moyen,moyen,2453,
Grandes emprises tertiaires bâti bas,LCZ 8,69199,Saint-Fons,moyen,faible,moyen,moyen,2864,
Eau,LCZ G,69163,Quincieux,effet rafraîchissant,effet rafraîchissant,faible,faible,50,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69271,Chassieu,effet rafraîchissant,effet rafraîchissant,faible,faible,11792,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69244,Tassin-la-Demi-Lune,moyen,faible,moyen,moyen,8209,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69260,Vernaison,moyen,faible,moyen,moyen,262,
Arbres denses,LCZ A,69244,Tassin-la-Demi-Lune,effet rafraîchissant,effet rafraîchissant,faible,faible,10235,
Arbres denses,LCZ A,69034,Caluire-et-Cuire,faible,effet rafraîchissant,faible,faible,1,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Eau,LCZ G,69286,Rillieux-la-Pape,effet rafraîchissant,effet rafraîchissant,faible,faible,14,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69029,Bron,moyen,faible,moyen,moyen,1819,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Eau,LCZ G,69256,Vaulx-en-Velin,effet rafraîchissant,effet rafraîchissant,faible,faible,10,
Ensemble d'immeubles espacés,LCZ 5,69205,Saint-Genis-les-Ollières,fort,faible,moyen,moyen,1525,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69149,Oullins,effet rafraîchissant,effet rafraîchissant,faible,faible,691,
Eau,LCZ G,69152,Pierre-Bénite,faible,effet rafraîchissant,faible,faible,28377,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69087,Fontaines-Saint-Martin,effet rafraîchissant,effet rafraîchissant,faible,faible,661,
Pelouses,,,,,,,,,
Maisons éparses,,,,,,,,,
Arbres denses,LCZ A,69204,Saint-Genis-Laval,faible,effet rafraîchissant,faible,faible,12,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69275,Décines-Charpieu,effet rafraîchissant,effet rafraîchissant,faible,faible,315,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69089,Francheville,effet rafraîchissant,effet rafraîchissant,faible,faible,5617,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Eau,LCZ G,69286,Rillieux-la-Pape,effet rafraîchissant,effet rafraîchissant,faible,faible,6,
Roche nue,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69194,Saint-Didier-au-Mont-d'Or,effet rafraîchissant,effet rafraîchissant,faible,moyen,1770,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Ensemble d'immeubles espacés,LCZ 5,69116,Limonest,fort,moyen,fort,moyen,724,
Eau,LCZ G,69100,Irigny,faible,effet rafraîchissant,moyen,faible,109494,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69029,Bron,moyen,faible,moyen,fort,3595,
Arbres denses,LCZ A,69194,Saint-Didier-au-Mont-d'Or,effet rafraîchissant,effet rafraîchissant,faible,faible,25176,
Pelouses,,,,,,,,,
Arbres denses,LCZ A,69199,Saint-Fons,effet rafraîchissant,effet rafraîchissant,faible,faible,82,
Arbres denses,LCZ A,69250,La Tour-de-Salvagny,effet rafraîchissant,effet rafraîchissant,faible,faible,12213,
Eau,LCZ G,69163,Quincieux,effet rafraîchissant,effet rafraîchissant,faible,faible,16,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69191,Saint-Cyr-au-Mont-d'Or,effet rafraîchissant,effet rafraîchissant,faible,faible,122761,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Arbres épars,LCZ B,69091,Givors,moyen,effet rafraîchissant,moyen,faible,96888,
Roche nue,,,,,,,,,
Maisons éparses,,,,,,,,,
Pelouses,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69127,Marcy-l'Étoile,moyen,faible,moyen,moyen,3014,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69089,Francheville,moyen,faible,moyen,moyen,1992,
Arbres denses,LCZ A,69100,Irigny,effet rafraîchissant,effet rafraîchissant,faible,faible,11719,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Arbres denses,LCZ A,69202,Sainte-Foy-lès-Lyon,faible,effet rafraîchissant,faible,faible,47,
Arbres épars,LCZ B,69389,Lyon 9e Arrondissement,faible,effet rafraîchissant,faible,faible,484,
Maisons éparses,,,,,,,,,
Ensemble d'immeubles compact,LCZ 2,69250,La Tour-de-Salvagny,fort,moyen,moyen,moyen,294,
Roche nue,,,,,,,,,
Eau,LCZ G,69089,Francheville,faible,effet rafraîchissant,moyen,faible,15,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Arbres denses,LCZ A,69191,Saint-Cyr-au-Mont-d'Or,effet rafraîchissant,effet rafraîchissant,faible,faible,2137,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69034,Caluire-et-Cuire,effet rafraîchissant,effet rafraîchissant,faible,faible,6673,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Maisons éparses,,,,,,,,,
Eau,LCZ G,69091,Givors,effet rafraîchissant,effet rafraîchissant,faible,faible,2,
Maisons éparses,,,,,,,,,
Pelouses,,,,,,,,,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Maisons éparses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69149,Oullins,moyen,faible,moyen,moyen,16329,
Arbres denses,LCZ A,69081,Écully,faible,faible,faible,faible,56,
Roche nue,,,,,,,,,
Eau,LCZ G,69389,Lyon 9e Arrondissement,effet rafraîchissant,effet rafraîchissant,faible,faible,4252,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69116,Limonest,effet rafraîchissant,effet rafraîchissant,faible,faible,30671,
Eau,LCZ G,69290,Saint-Priest,faible,effet rafraîchissant,moyen,faible,4660,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Maisons éparses,,,,,,,,,
Eau,LCZ G,69256,Vaulx-en-Velin,faible,effet rafraîchissant,faible,faible,9,
Arbres denses,LCZ A,69089,Francheville,faible,effet rafraîchissant,moyen,faible,1,
Arbres denses,LCZ A,69071,Curis-au-Mont-d'Or,faible,effet rafraîchissant,faible,faible,4859,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Eau,LCZ G,69279,Jonage,effet rafraîchissant,effet rafraîchissant,faible,faible,262,
Eau,LCZ G,69152,Pierre-Bénite,faible,effet rafraîchissant,moyen,faible,7353,
Arbres denses,LCZ A,69381,Lyon 1er Arrondissement,effet rafraîchissant,faible,faible,faible,1673,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Arbres denses,LCZ A,69386,Lyon 6e Arrondissement,effet rafraîchissant,effet rafraîchissant,faible,faible,13170,
Pelouses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69244,Tassin-la-Demi-Lune,moyen,faible,moyen,moyen,6485,
Arbres denses,LCZ A,69191,Saint-Cyr-au-Mont-d'Or,effet rafraîchissant,effet rafraîchissant,faible,faible,5166,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Arbres denses,LCZ A,69116,Limonest,effet rafraîchissant,effet rafraîchissant,faible,faible,166,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Arbres denses,LCZ A,69091,Givors,effet rafraîchissant,effet rafraîchissant,faible,faible,1922,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69266,Villeurbanne,effet rafraîchissant,effet rafraîchissant,faible,faible,1640,
Roche nue,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69072,Dardilly,moyen,faible,moyen,moyen,7533,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69116,Limonest,effet rafraîchissant,effet rafraîchissant,faible,faible,1009,
Roche nue,,,,,,,,,
Eau,LCZ G,69279,Jonage,effet rafraîchissant,effet rafraîchissant,faible,faible,22,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69046,Charly,faible,effet rafraîchissant,faible,faible,10,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69290,Saint-Priest,moyen,faible,moyen,moyen,1056,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Eau,LCZ G,69256,Vaulx-en-Velin,effet rafraîchissant,effet rafraîchissant,faible,faible,3,
Ensemble d'immeubles compact,LCZ 2,69384,Lyon 4e Arrondissement,fort,moyen,moyen,moyen,542,
Eau,LCZ G,69096,Grigny,effet rafraîchissant,effet rafraîchissant,faible,faible,514,
Ensemble de maisons espacées,LCZ 6,69207,Saint-Germain-au-Mont-d'Or,moyen,faible,moyen,moyen,3211,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69040,Champagne-au-Mont-d'Or,faible,effet rafraîchissant,faible,faible,178,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69194,Saint-Didier-au-Mont-d'Or,effet rafraîchissant,effet rafraîchissant,faible,faible,6529,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69003,Albigny-sur-Saône,effet rafraîchissant,effet rafraîchissant,faible,faible,525,
Arbres épars,LCZ B,69091,Givors,moyen,faible,moyen,moyen,8771,
Arbres denses,LCZ A,69081,Écully,effet rafraîchissant,effet rafraîchissant,faible,faible,329,
Pelouses,,,,,,,,,
