lcz_lib;lcz_code;insee;commune;expo_jour;expo_nuit;vulnerabilite_jour;vulnerabilite_nuit;surface;gid
Ensemble d'immeubles espacés;LCZ 5;69163;Quincieux;fort;faible;moyen;moyen;7649,35;248
Ensemble de tours espacées;LCZ 4;69385;Lyon 5e Arrondissement;fort;fort;fort;fort;1807,97;371
Maisons éparses, constructions isolées;LCZ 9;69003;Albigny-sur-Saône;moyen;faible;moyen;moyen;189093,35;232
Ensemble de maisons espacées;LCZ 6;69259;Vénissieux;moyen;faible;moyen;moyen;8430,12;233
Ensemble de tours espacées;LCZ 4;69256;Vaulx-en-Velin;moyen;fort;fort;fort;11427,26;234
Roche nue, pavés, macadam;LCZ E;69259;Vénissieux;moyen;faible;moyen;moyen;1122,09;235
Ensemble d'immeubles compact;LCZ 2;69387;Lyon 7e Arrondissement;fort;fort;fort;fort;1767,5;236
Grandes emprises tertiaires bâti bas;LCZ 8;69266;Villeurbanne;moyen;faible;moyen;moyen;19888,38;237
Maisons éparses, constructions isolées;LCZ 9;69100;Irigny;moyen;faible;moyen;moyen;29667,04;238
Ensemble d'immeubles espacés;LCZ 5;69191;Saint-Cyr-au-Mont-d'Or;moyen;faible;moyen;moyen;2175,29;239
Ensemble de tours compact;LCZ 1;69266;Villeurbanne;fort;fort;fort;fort;10533,65;240
Ensemble de tours espacées;LCZ 4;69387;Lyon 7e Arrondissement;fort;fort;fort;fort;4679,29;241
Ensemble d'immeubles compact;LCZ 2;69384;Lyon 4e Arrondissement;fort;moyen;fort;fort;3757,81;242
Maisons éparses, constructions isolées;LCZ 9;69389;Lyon 9e Arrondissement;moyen;faible;moyen;fort;108724,27;243
Ensemble de tours espacées;LCZ 4;69386;Lyon 6e Arrondissement;moyen;fort;moyen;fort;9621,66;244
Ensemble d'immeubles compact;LCZ 2;69385;Lyon 5e Arrondissement;fort;fort;fort;fort;5180,14;245
Ensemble de maisons espacées;LCZ 6;69256;Vaulx-en-Velin;moyen;moyen;fort;fort;4707,8;249
Ensemble de tours espacées;LCZ 4;69387;Lyon 7e Arrondissement;moyen;fort;moyen;fort;13200,04;250
Ensemble de tours espacées;LCZ 4;69266;Villeurbanne;moyen;fort;moyen;moyen;5485,9;251
Maisons éparses, constructions isolées;LCZ 9;69152;Pierre-Bénite;moyen;faible;fort;moyen;40298,07;252
Ensemble d'immeubles compact;LCZ 2;69040;Champagne-au-Mont-d'Or;fort;moyen;fort;moyen;8722,85;253
Ensemble d'immeubles compact;LCZ 2;69266;Villeurbanne;fort;fort;fort;fort;12241,92;254
Ensemble de maisons espacées;LCZ 6;69149;Oullins;moyen;faible;moyen;moyen;33053,28;255
Ensemble de maisons espacées;LCZ 6;69259;Vénissieux;moyen;moyen;moyen;moyen;14004,79;256
Roche nue, pavés, macadam;LCZ E;69044;Charbonnières-les-Bains;moyen;faible;moyen;moyen;468,52;257
Ensemble d'immeubles compact;LCZ 2;69266;Villeurbanne;fort;moyen;fort;fort;5314,61;258
Maisons éparses, constructions isolées;LCZ 9;69029;Bron;moyen;faible;fort;moyen;27338,11;259
Arbres denses;LCZ A;69071;Curis-au-Mont-d'Or;effet rafraîchissant;effet rafraîchissant;faible;faible;706043,68;260
Maisons éparses, constructions isolées;LCZ 9;69244;Tassin-la-Demi-Lune;moyen;faible;moyen;moyen;18078,38;261
Ensemble d'immeubles compact;LCZ 2;69387;Lyon 7e Arrondissement;fort;fort;fort;fort;4016,13;262
Arbres épars;LCZ B;69275;Décines-Charpieu;faible;effet rafraîchissant;faible;faible;3419,07;263
Ensemble de maisons espacées;LCZ 6;69282;Meyzieu;moyen;faible;moyen;moyen;69618,91;264
Ensemble d'immeubles compact;LCZ 2;69387;Lyon 7e Arrondissement;fort;fort;fort;fort;8685,88;265
Maisons éparses, constructions isolées;LCZ 9;69081;Écully;moyen;faible;moyen;moyen;12486,44;266
Ensemble de maisons espacées;LCZ 6;69040;Champagne-au-Mont-d'Or;moyen;faible;moyen;moyen;35717,48;267
Roche nue, pavés, macadam;LCZ E;69163;Quincieux;moyen;faible;moyen;moyen;143652,87;268
Ensemble d'immeubles compact;LCZ 2;69202;Sainte-Foy-lès-Lyon;fort;fort;fort;fort;1503,37;269
Ensemble d'immeubles espacés;LCZ 5;69388;Lyon 8e Arrondissement;fort;moyen;fort;fort;3141,72;1624
Maisons éparses, constructions isolées;LCZ 9;69202;Sainte-Foy-lès-Lyon;faible;faible;moyen;moyen;128723,55;270
Maisons éparses, constructions isolées;LCZ 9;69072;Dardilly;moyen;faible;fort;moyen;4404,04;271
Arbres épars;LCZ B;69275;Décines-Charpieu;moyen;faible;moyen;moyen;98766,94;272
Ensemble d'immeubles compact;LCZ 2;69199;Saint-Fons;fort;moyen;fort;moyen;8596,0;273
Roche nue, pavés, macadam;LCZ E;69044;Charbonnières-les-Bains;moyen;faible;moyen;moyen;5217,67;274
Ensemble de maisons espacées;LCZ 6;69029;Bron;moyen;faible;moyen;moyen;44870,03;275
Arbres épars;LCZ B;69044;Charbonnières-les-Bains;moyen;faible;moyen;moyen;198089,08;276
Ensemble de maisons espacées;LCZ 6;69266;Villeurbanne;moyen;faible;moyen;moyen;56496,27;277
Maisons éparses, constructions isolées;LCZ 9;69256;Vaulx-en-Velin;moyen;faible;fort;moyen;324507,61;300
Roche nue, pavés, macadam;LCZ E;69202;Sainte-Foy-lès-Lyon;moyen;faible;moyen;moyen;1541,61;301
Grandes emprises tertiaires bâti bas;LCZ 8;69034;Caluire-et-Cuire;moyen;faible;moyen;moyen;102776,16;278
Ensemble d'immeubles compact;LCZ 2;69388;Lyon 8e Arrondissement;fort;fort;moyen;fort;93715,4;279
Grandes emprises tertiaires bâti bas;LCZ 8;69259;Vénissieux;moyen;faible;moyen;moyen;7872,14;302
Grandes emprises tertiaires bâti bas;LCZ 8;69388;Lyon 8e Arrondissement;moyen;faible;moyen;moyen;6093,64;372
Ensemble d'immeubles compact;LCZ 2;69381;Lyon 1er Arrondissement;fort;fort;fort;fort;2902,05;381
Grandes emprises tertiaires bâti bas;LCZ 8;69089;Francheville;moyen;faible;moyen;moyen;93905,7;280
Ensemble d'immeubles compact;LCZ 2;69381;Lyon 1er Arrondissement;fort;fort;fort;fort;1222,97;281
Ensemble d'immeubles compact;LCZ 2;69387;Lyon 7e Arrondissement;fort;fort;moyen;fort;10776,71;282
Maisons éparses, constructions isolées;LCZ 9;69389;Lyon 9e Arrondissement;moyen;faible;moyen;moyen;16147,38;283
Ensemble d'immeubles compact;LCZ 2;69386;Lyon 6e Arrondissement;fort;fort;fort;fort;2535,31;284
Ensemble d'immeubles compact;LCZ 2;69202;Sainte-Foy-lès-Lyon;fort;fort;moyen;moyen;16093,41;285
Grandes emprises tertiaires bâti bas;LCZ 8;69072;Dardilly;moyen;faible;moyen;moyen;33069,52;286
Maisons éparses, constructions isolées;LCZ 9;69278;Genay;moyen;faible;moyen;moyen;53254,72;287
Ensemble d'immeubles compact;LCZ 2;69389;Lyon 9e Arrondissement;fort;fort;fort;fort;4861,44;288
Ensemble d'immeubles compact;LCZ 2;69383;Lyon 3e Arrondissement;fort;fort;fort;fort;3507,94;1054
Maisons éparses, constructions isolées;LCZ 9;69266;Villeurbanne;moyen;faible;moyen;moyen;158130,87;289
Ensemble d'immeubles compact;LCZ 2;69385;Lyon 5e Arrondissement;fort;fort;fort;fort;3007,72;290
Ensemble d'immeubles compact;LCZ 2;69168;Rochetaillée-sur-Saône;fort;moyen;moyen;fort;5654,24;291
Ensemble de tours espacées;LCZ 4;69388;Lyon 8e Arrondissement;moyen;moyen;moyen;fort;10698,82;292
Ensemble de maisons espacées;LCZ 6;69168;Rochetaillée-sur-Saône;moyen;moyen;moyen;moyen;19305,47;293
Roche nue, pavés, macadam;LCZ E;69256;Vaulx-en-Velin;moyen;faible;moyen;moyen;295,18;294
Ensemble de maisons espacées;LCZ 6;69273;Corbas;moyen;faible;moyen;moyen;23522,83;303
Ensemble d'immeubles compact;LCZ 2;69383;Lyon 3e Arrondissement;fort;fort;fort;fort;6206,86;304
Ensemble de maisons espacées;LCZ 6;69259;Vénissieux;moyen;faible;moyen;moyen;2227,55;305
Ensemble d'immeubles espacés;LCZ 5;69202;Sainte-Foy-lès-Lyon;moyen;faible;fort;moyen;17898,23;295
Ensemble de maisons espacées;LCZ 6;69091;Givors;moyen;moyen;fort;fort;6395,47;296
Ensemble de tours espacées;LCZ 4;69386;Lyon 6e Arrondissement;moyen;moyen;moyen;fort;5916,42;297
Grandes emprises tertiaires bâti bas;LCZ 8;69034;Caluire-et-Cuire;fort;moyen;moyen;moyen;45876,41;298
Maisons éparses, constructions isolées;LCZ 9;69034;Caluire-et-Cuire;moyen;faible;moyen;moyen;87731,67;299
Ensemble de tours espacées;LCZ 4;69388;Lyon 8e Arrondissement;moyen;faible;fort;fort;29412,82;316
Ensemble d'immeubles compact;LCZ 2;69383;Lyon 3e Arrondissement;fort;fort;fort;fort;3881,99;2122
Arbres épars;LCZ B;69266;Villeurbanne;faible;effet rafraîchissant;moyen;faible;166733,42;306
Ensemble d'immeubles compact;LCZ 2;69266;Villeurbanne;fort;fort;fort;fort;32335,25;317
Maisons éparses, constructions isolées;LCZ 9;69204;Saint-Genis-Laval;moyen;faible;moyen;moyen;7502,29;307
Ensemble de tours espacées;LCZ 4;69383;Lyon 3e Arrondissement;fort;fort;fort;fort;9006,23;308
Roche nue, pavés, macadam;LCZ E;69256;Vaulx-en-Velin;moyen;faible;moyen;moyen;1737,42;309
Maisons éparses, constructions isolées;LCZ 9;69282;Meyzieu;moyen;faible;moyen;moyen;34785,9;310
Ensemble de maisons espacées;LCZ 6;69256;Vaulx-en-Velin;moyen;faible;moyen;moyen;43905,17;311
Grandes emprises tertiaires bâti bas;LCZ 8;69282;Meyzieu;moyen;faible;moyen;moyen;23444,37;312
Ensemble de tours espacées;LCZ 4;69389;Lyon 9e Arrondissement;moyen;faible;moyen;moyen;5713,62;313
Maisons éparses, constructions isolées;LCZ 9;69275;Décines-Charpieu;moyen;faible;moyen;moyen;43006,16;314
Ensemble de maisons espacées;LCZ 6;69275;Décines-Charpieu;moyen;moyen;moyen;fort;4278,63;315
Ensemble d'immeubles espacés;LCZ 5;69259;Vénissieux;fort;faible;fort;moyen;3635,15;318
Maisons éparses, constructions isolées;LCZ 9;69278;Genay;moyen;faible;moyen;moyen;77578,37;319
Ensemble de tours espacées;LCZ 4;69290;Saint-Priest;fort;moyen;moyen;moyen;2278,89;320
Ensemble de maisons espacées;LCZ 6;69278;Genay;moyen;faible;moyen;moyen;3672,3;321
Ensemble de tours espacées;LCZ 4;69266;Villeurbanne;fort;moyen;moyen;moyen;17467,12;322
Grandes emprises tertiaires bâti bas;LCZ 8;69259;Vénissieux;moyen;faible;moyen;moyen;102910,38;323
Ensemble d'immeubles compact;LCZ 2;69387;Lyon 7e Arrondissement;fort;fort;fort;fort;6934,37;324
Maisons éparses, constructions isolées;LCZ 9;69250;La Tour-de-Salvagny;moyen;faible;moyen;moyen;35743,5;325
Ensemble d'immeubles compact;LCZ 2;69091;Givors;fort;fort;fort;fort;14224,6;333
Ensemble de maisons espacées;LCZ 6;69259;Vénissieux;moyen;faible;moyen;fort;31618,56;334
Ensemble d'immeubles compact;LCZ 2;69387;Lyon 7e Arrondissement;fort;fort;fort;fort;10466,2;335
Maisons éparses, constructions isolées;LCZ 9;69194;Saint-Didier-au-Mont-d'Or;moyen;faible;fort;fort;21600,46;326
Ensemble de tours espacées;LCZ 4;69381;Lyon 1er Arrondissement;moyen;fort;moyen;fort;2590,73;327
Ensemble de tours espacées;LCZ 4;69387;Lyon 7e Arrondissement;fort;fort;fort;fort;8307,59;328
Ensemble de maisons espacées;LCZ 6;69260;Vernaison;moyen;faible;fort;fort;63346,29;329
Ensemble de maisons espacées;LCZ 6;69388;Lyon 8e Arrondissement;moyen;faible;moyen;moyen;16099,72;330
Maisons éparses, constructions isolées;LCZ 9;69149;Oullins;faible;effet rafraîchissant;moyen;moyen;22678,11;331
Ensemble d'immeubles compact;LCZ 2;69381;Lyon 1er Arrondissement;fort;fort;fort;fort;4041,68;332
Ensemble d'immeubles compact;LCZ 2;69388;Lyon 8e Arrondissement;fort;moyen;fort;fort;12850,93;577
Ensemble de tours espacées;LCZ 4;69387;Lyon 7e Arrondissement;moyen;faible;moyen;moyen;75558,76;336
Ensemble de maisons espacées;LCZ 6;69256;Vaulx-en-Velin;moyen;faible;fort;fort;51811,76;337
Ensemble d'immeubles compact;LCZ 2;69383;Lyon 3e Arrondissement;fort;fort;fort;fort;17515,14;338
Grandes emprises tertiaires bâti bas;LCZ 8;69152;Pierre-Bénite;moyen;faible;fort;moyen;92277,55;339
Maisons éparses, constructions isolées;LCZ 9;69096;Grigny;moyen;faible;moyen;moyen;12361,91;347
Roche nue, pavés, macadam;LCZ E;69266;Villeurbanne;moyen;faible;moyen;moyen;45,85;8188
Arbres épars;LCZ B;69063;Collonges-au-Mont-d'Or;moyen;faible;moyen;moyen;146910,19;340
Maisons éparses, constructions isolées;LCZ 9;69091;Givors;moyen;faible;moyen;moyen;18225,74;341
Maisons éparses, constructions isolées;LCZ 9;69244;Tassin-la-Demi-Lune;moyen;faible;fort;moyen;34732,02;351
Maisons éparses, constructions isolées;LCZ 9;69087;Fontaines-Saint-Martin;moyen;faible;moyen;moyen;35736,12;352
Maisons éparses, constructions isolées;LCZ 9;69034;Caluire-et-Cuire;moyen;faible;moyen;moyen;108408,68;342
Ensemble d'immeubles compact;LCZ 2;69383;Lyon 3e Arrondissement;fort;fort;moyen;moyen;2307,77;343
Arbres denses;LCZ A;69204;Saint-Genis-Laval;effet rafraîchissant;effet rafraîchissant;faible;faible;1645,31;344
Ensemble d'immeubles espacés;LCZ 5;69290;Saint-Priest;moyen;faible;moyen;moyen;28313,76;345
Ensemble d'immeubles compact;LCZ 2;69382;Lyon 2e Arrondissement;fort;fort;fort;fort;6740,7;346
Arbres denses;LCZ A;69029;Bron;effet rafraîchissant;effet rafraîchissant;faible;faible;29549,65;348
Maisons éparses, constructions isolées;LCZ 9;69034;Caluire-et-Cuire;moyen;faible;moyen;moyen;56814,87;349
Ensemble de maisons espacées;LCZ 6;69149;Oullins;moyen;moyen;fort;fort;9192,87;350
Maisons éparses, constructions isolées;LCZ 9;69282;Meyzieu;moyen;faible;moyen;moyen;43569,13;353
Grandes emprises tertiaires bâti bas;LCZ 8;69290;Saint-Priest;moyen;faible;moyen;moyen;46100,78;373
Ensemble de tours espacées;LCZ 4;69383;Lyon 3e Arrondissement;moyen;faible;moyen;moyen;42819,87;354
Roche nue, pavés, macadam;LCZ E;69266;Villeurbanne;moyen;faible;moyen;moyen;969,8;355
Ensemble de tours espacées;LCZ 4;69388;Lyon 8e Arrondissement;moyen;faible;moyen;moyen;11458,91;356
Ensemble d'immeubles espacés;LCZ 5;69388;Lyon 8e Arrondissement;fort;faible;fort;fort;22828,17;357
Maisons éparses, constructions isolées;LCZ 9;69271;Chassieu;moyen;faible;moyen;moyen;115310,69;358
Grandes emprises tertiaires bâti bas;LCZ 8;69271;Chassieu;moyen;faible;moyen;moyen;257954,98;359
Ensemble d'immeubles compact;LCZ 2;69286;Rillieux-la-Pape;fort;moyen;moyen;moyen;16316,76;360
Ensemble d'immeubles compact;LCZ 2;69388;Lyon 8e Arrondissement;fort;fort;fort;fort;14940,38;367
Ensemble d'immeubles espacés;LCZ 5;69266;Villeurbanne;fort;moyen;moyen;moyen;3789,37;368
Ensemble d'immeubles compact;LCZ 2;69382;Lyon 2e Arrondissement;fort;fort;fort;fort;5366,66;369
Arbres épars;LCZ B;69296;Solaize;moyen;faible;moyen;moyen;65339,37;361
Maisons éparses, constructions isolées;LCZ 9;69275;Décines-Charpieu;moyen;faible;moyen;moyen;14827,93;362
Ensemble d'immeubles espacés;LCZ 5;69256;Vaulx-en-Velin;fort;faible;fort;fort;26696,99;363
Roche nue, pavés, macadam;LCZ E;69383;Lyon 3e Arrondissement;moyen;faible;moyen;moyen;4236,23;364
Grandes emprises tertiaires bâti bas;LCZ 8;69266;Villeurbanne;moyen;faible;moyen;moyen;14298,16;365
Ensemble de maisons espacées;LCZ 6;69266;Villeurbanne;moyen;faible;moyen;moyen;44711,54;366
Ensemble d'immeubles compact;LCZ 2;69383;Lyon 3e Arrondissement;fort;moyen;fort;fort;31800,25;374
Ensemble d'immeubles compact;LCZ 2;69383;Lyon 3e Arrondissement;fort;fort;fort;fort;20691,85;375
Maisons éparses, constructions isolées;LCZ 9;69088;Fontaines-sur-Saône;moyen;faible;moyen;moyen;53410,42;376
Ensemble de tours espacées;LCZ 4;69266;Villeurbanne;moyen;faible;moyen;moyen;5623,38;377
Ensemble de maisons espacées;LCZ 6;69091;Givors;moyen;faible;fort;fort;11682,01;378
Maisons éparses, constructions isolées;LCZ 9;69034;Caluire-et-Cuire;moyen;faible;moyen;moyen;47222,65;379
Ensemble d'immeubles compact;LCZ 2;69386;Lyon 6e Arrondissement;fort;fort;fort;fort;5355,24;380
Ensemble d'immeubles compact;LCZ 2;69149;Oullins;fort;fort;fort;fort;6599,61;578
Ensemble de tours espacées;LCZ 4;69266;Villeurbanne;fort;moyen;fort;fort;53162,2;382
Ensemble de maisons espacées;LCZ 6;69266;Villeurbanne;moyen;faible;moyen;moyen;64427,84;383
Ensemble d'immeubles compact;LCZ 2;69387;Lyon 7e Arrondissement;fort;fort;fort;fort;7147,43;384
Ensemble de tours espacées;LCZ 4;69388;Lyon 8e Arrondissement;moyen;fort;fort;fort;6627,96;385
Maisons éparses, constructions isolées;LCZ 9;69063;Collonges-au-Mont-d'Or;moyen;faible;moyen;moyen;80531,03;386
Ensemble de maisons espacées;LCZ 6;69290;Saint-Priest;moyen;faible;moyen;moyen;33651,43;387
Grandes emprises tertiaires bâti bas;LCZ 8;69283;Mions;moyen;faible;moyen;moyen;154544,59;388
Ensemble de tours espacées;LCZ 4;69266;Villeurbanne;fort;fort;fort;fort;8862,99;389
Grandes emprises tertiaires bâti bas;LCZ 8;69256;Vaulx-en-Velin;moyen;faible;moyen;moyen;44597,79;1055
Pelouses, praires, cultures;LCZ D;69275;Décines-Charpieu;moyen;faible;moyen;moyen;42218,95;390
Maisons éparses, constructions isolées;LCZ 9;69091;Givors;faible;faible;moyen;moyen;26175,18;391
Arbres épars;LCZ B;69089;Francheville;faible;faible;moyen;moyen;18550,77;392
Maisons éparses, constructions isolées;LCZ 9;69266;Villeurbanne;moyen;faible;moyen;moyen;113170,71;393
Ensemble de maisons espacées;LCZ 6;69069;Craponne;moyen;faible;fort;moyen;51300,48;394
Ensemble de tours espacées;LCZ 4;69383;Lyon 3e Arrondissement;fort;fort;fort;fort;8529,91;395
Arbres épars;LCZ B;69204;Saint-Genis-Laval;moyen;faible;moyen;moyen;52994,31;411
Pelouses, praires, cultures;LCZ D;69207;Saint-Germain-au-Mont-d'Or;moyen;faible;moyen;moyen;73308,23;396
Ensemble de tours espacées;LCZ 4;69387;Lyon 7e Arrondissement;moyen;fort;fort;fort;5700,05;397
Maisons éparses, constructions isolées;LCZ 9;69091;Givors;moyen;faible;fort;fort;24637,97;398
Ensemble d'immeubles compact;LCZ 2;69386;Lyon 6e Arrondissement;fort;fort;fort;fort;6213,94;399
Ensemble d'immeubles compact;LCZ 2;69387;Lyon 7e Arrondissement;fort;fort;moyen;fort;6107,47;1184
Maisons éparses, constructions isolées;LCZ 9;69046;Charly;moyen;faible;moyen;moyen;139792,77;400
Ensemble de maisons espacées;LCZ 6;69149;Oullins;moyen;moyen;fort;fort;11423,79;401
Ensemble d'immeubles compact;LCZ 2;69386;Lyon 6e Arrondissement;fort;fort;fort;fort;5620,15;402
Pelouses, praires, cultures;LCZ D;69259;Vénissieux;moyen;faible;moyen;moyen;1021859,12;403
Maisons éparses, constructions isolées;LCZ 9;69063;Collonges-au-Mont-d'Or;moyen;faible;fort;moyen;26947,91;404
Pelouses, praires, cultures;LCZ D;69290;Saint-Priest;moyen;faible;moyen;moyen;914410,87;405
Pelouses, praires, cultures;LCZ D;69275;Décines-Charpieu;moyen;faible;moyen;moyen;360526,16;406
Maisons éparses, constructions isolées;LCZ 9;69034;Caluire-et-Cuire;moyen;faible;moyen;moyen;34025,0;407
Ensemble de maisons espacées;LCZ 6;69389;Lyon 9e Arrondissement;moyen;faible;moyen;moyen;11115,35;408
Ensemble d'immeubles compact;LCZ 2;69388;Lyon 8e Arrondissement;fort;fort;moyen;moyen;4030,02;409
Maisons éparses, constructions isolées;LCZ 9;69282;Meyzieu;moyen;faible;moyen;moyen;17160,04;410
Arbres épars;LCZ B;69116;Limonest;moyen;faible;moyen;moyen;230767,04;1185
Maisons éparses, constructions isolées;LCZ 9;69283;Mions;moyen;faible;moyen;moyen;20962,65;412
Grandes emprises tertiaires bâti bas;LCZ 8;69259;Vénissieux;moyen;faible;moyen;moyen;148251,04;413
Ensemble de maisons espacées;LCZ 6;69040;Champagne-au-Mont-d'Or;moyen;faible;moyen;moyen;39742,42;414
Ensemble d'immeubles compact;LCZ 2;69383;Lyon 3e Arrondissement;fort;fort;fort;fort;8297,38;415
Maisons éparses, constructions isolées;LCZ 9;69087;Fontaines-Saint-Martin;moyen;faible;moyen;moyen;47698,99;416
Ensemble de tours espacées;LCZ 4;69387;Lyon 7e Arrondissement;moyen;fort;moyen;fort;1129,08;417
Ensemble d'immeubles compact;LCZ 2;69387;Lyon 7e Arrondissement;fort;fort;fort;fort;4998,16;2137
Ensemble de maisons espacées;LCZ 6;69149;Oullins;moyen;faible;moyen;moyen;44452,87;418
Maisons éparses, constructions isolées;LCZ 9;69194;Saint-Didier-au-Mont-d'Or;moyen;faible;moyen;moyen;121154,58;419
Ensemble de maisons espacées;LCZ 6;69388;Lyon 8e Arrondissement;moyen;moyen;moyen;moyen;31782,07;420
Ensemble d'immeubles compact;LCZ 2;69382;Lyon 2e Arrondissement;fort;fort;moyen;fort;3324,23;421
Roche nue, pavés, macadam;LCZ E;69382;Lyon 2e Arrondissement;faible;faible;faible;faible;18050,94;422
Ensemble de tours espacées;LCZ 4;69386;Lyon 6e Arrondissement;moyen;fort;fort;fort;7121,24;2384
Grandes emprises tertiaires bâti bas;LCZ 8;69275;Décines-Charpieu;moyen;faible;moyen;moyen;157035,73;423
Ensemble de maisons espacées;LCZ 6;69152;Pierre-Bénite;moyen;moyen;moyen;moyen;26813,77;424
Grandes emprises tertiaires bâti bas;LCZ 8;69204;Saint-Genis-Laval;moyen;faible;moyen;moyen;244885,42;426
Ensemble d'immeubles espacés;LCZ 5;69266;Villeurbanne;fort;fort;fort;fort;29057,53;427
Grandes emprises tertiaires bâti bas;LCZ 8;69286;Rillieux-la-Pape;moyen;faible;moyen;moyen;15528,85;428
Maisons éparses, constructions isolées;LCZ 9;69271;Chassieu;moyen;faible;moyen;moyen;46492,43;429
Ensemble de tours espacées;LCZ 4;69382;Lyon 2e Arrondissement;fort;fort;fort;fort;20126,68;430
Ensemble d'immeubles compact;LCZ 2;69266;Villeurbanne;fort;fort;fort;fort;19327,8;1062
Grandes emprises tertiaires bâti bas;LCZ 8;69204;Saint-Genis-Laval;moyen;faible;moyen;moyen;164646,4;425
Ensemble de maisons espacées;LCZ 6;69282;Meyzieu;moyen;faible;moyen;moyen;8074,72;431
Ensemble d'immeubles compact;LCZ 2;69383;Lyon 3e Arrondissement;fort;fort;fort;fort;5257,55;432
Ensemble d'immeubles compact;LCZ 2;69387;Lyon 7e Arrondissement;fort;fort;fort;fort;9913,15;433
Maisons éparses, constructions isolées;LCZ 9;69282;Meyzieu;moyen;faible;fort;moyen;3149,07;1233
Ensemble de tours espacées;LCZ 4;69382;Lyon 2e Arrondissement;fort;fort;fort;fort;7604,26;434
Ensemble de tours espacées;LCZ 4;69386;Lyon 6e Arrondissement;fort;moyen;moyen;moyen;10842,46;435
Maisons éparses, constructions isolées;LCZ 9;69194;Saint-Didier-au-Mont-d'Or;moyen;faible;moyen;moyen;7474,86;436
